Arquivo;Reuniao;Data (AAAA/MM);Tema_Classificado;Ocorrencias;Relevancia_(%);Palavras_Chave_Ativadas;Trecho_Prova_(Auditoria)
75_2024_Pleno_ordin_ata.pdf;75ª Reunião Ordinária;2024;Logística Urbana e Transporte de Cargas;30;11.4;caminhao, carga, logistica, restricao;A ideia é integrar essas áreas ao sistema de transporte da cidade, tanto para o deslocamento de pessoas quanto para o transporte de cargas. [...] Havia diversos usos de lazer, de transporte de cargas, de práticas de esporte.
75_2024_Pleno_ordin_ata.pdf;75ª Reunião Ordinária;2024;Transporte Público Coletivo;25;9.5;frota, metro, onibus, sptrans, transporte coletivo;Observador Andre Cades VM Observador Andrea - SPTrans Conselheiro CMTT Governo Barbara Observador Bergo - CicloCentro_SP Câmara Temática Bicicleta Bruno Tadeu da Costa Conselheiro CMTT Governo Caique Souza - CMTT Zona Leste Conselheiro CMTT Sociedade Civil Carlos Eduardo Vasconcellos Conselheiro CMTT Governo Carlos Eduardo H. [...] Pinto Peixoto Observador Carlos Henrique de Campos Costa SMT/AT Carol do ocupa mãe Observador Carolina Observador Caroline Duarte Conselheiro CMTT Operadores Carollina Gomes Observador Celso - Secretário SMT Conselheiro CMTT Governo CET/DPB - Rosi Cacau Conselheiro CMTT Governo CET/SPP - Codesseira Conselheiro CMTT Governo Cida Observador Cláudia Nascimento Observador Daniel Augusto De Souza Borges Conselheiro CMTT Governo Daniel Pereira Tomitch SEPEP Dawton Gaia - SMT Conselheiro CMTT Governo Debora Sipukow Conselheiro CMTT Governo Eduarda Martins dos Santos Observador Eduardo Reis - SPTrans Conselheiro CMTT Governo Educalibras | Dareska e Ismael SMPED Eliane de Oliveira Silva Conselheiro CMTT Governo Elio Câmara Temática Mobilidade a Pé Elisa Rocha Observador Fabio - CET SET/CET Fabio Saraiva Imprensa - SMT Felipe Lara Vogel SMT/AT Fernanda Observador Fernanda Ormelezi Pitombo Conselheiro CMTT Governo Fernanda R Oliveira Observador Fernando Observador Fernando da Silva Braga Observador Fernando SMT SMT/AT Flavio Matunaga Observador George Niaradi Observador George Queiroz Conselheiro CMTT Sociedade Civil Gerson - SPTRANS Conselheiro CMTT Governo Gisele Barbosa Observador Gislene Observador Glaucia Bellei Neix Observador Isabel Silveira Camargo Observador IVAN FERREIRA S.
75_2024_Pleno_ordin_ata.pdf;75ª Reunião Ordinária;2024;Mobilidade Ativa: Acessibilidade e Pedestres;24;9.1;pedestre, travessia;Que que é que constituem o tecido urbano, as travessias, né? [...] De entre os corpos hídricos que nós propomos que sejam amigáveis ao pedestre, porque também essas travessias, principalmente as existentes e as novas que são propostas elas são pontos de referência notáveis para fazer a integração com o sistema hidroviário nos canais.
75_2024_Pleno_ordin_ata.pdf;75ª Reunião Ordinária;2024;Composição e Governança do Conselho;19;7.2;conselheiro, conselho, eleic, representante;75ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte - CMTT Data: 01/11/2024 Participantes: Alexandre Bürgel - Zona Sul Conselheiro CMTT Sociedade Civil Alfredo Bernardi Observador Aline Pellegrini Matheus Câmara Temática Bicicleta Álvaro - SMT/AT SMT/AT Ana Carolina Jacob SMUL Observador Ana Carolina Terzian Observador ANA CLARA BARBOZA DA COSTA Observador Ana Maria Brischi Observador Andre B. [...] Observador Andre Cades VM Observador Andrea - SPTrans Conselheiro CMTT Governo Barbara Observador Bergo - CicloCentro_SP Câmara Temática Bicicleta Bruno Tadeu da Costa Conselheiro CMTT Governo Caique Souza - CMTT Zona Leste Conselheiro CMTT Sociedade Civil Carlos Eduardo Vasconcellos Conselheiro CMTT Governo Carlos Eduardo H.
75_2024_Pleno_ordin_ata.pdf;75ª Reunião Ordinária;2024;Mobilidade Urbana: Organização Geral e Prestação de Contas;18;6.8;custos, orcament, planmob, plano de mobilidade, plano diretor, tarifa;O trabalho inicial foi, nós vamos mostrar, de identificar as principais ações de projetos, programas de ações e projetos vigentes na prefeitura que tivesse algum tipo de relação direta com o plano municipal hidroviário, que foi previsto o plano municipal hidroviário, ele foi é previsto na revisão do plano diretor de 2023. [...] Então, eu tô colocando mais em torno de custos, né, dessa remoção, desse aprofundamento da calha.
76_2024_Pleno_ordin_ata.pdf;76ª Reunião Ordinária;2024;Estrutura e Organização da Rede Viária;112;35.2;cet, corredor, engenharia de trafego, faixa exclusiva, via;76ª REUNIÃO ORDINÁRIA DO CONSELHO MUNICIPAL DE TRÂNSITO E TRANSPORTE Horário: 09h00 Data: 13/12/2024 Participantes: Alexandre – Observador Alexandre Bürgel / Zona Sul – Conselheiro CMTT Sociedade Civil Andrea Compri / SPTrans – Conselheiro CMTT Governo Caroline Duarte – Conselheira CMTT Operadores do Serviço de Transporte CET/SPP / Codesseira – Conselheiro CMTT Governo Daniel Augusto De Souza Borges – Conselheiro CMTT Governo Daniela Mangini – Imprensa/CET Dawton Gaia – Conselheiro CMTT Governo Debora Sipukow – Conselheiro CMTT Governo Fabio Saraiva – Imprensa/SMT Fernanda Ormelezi Pitombo – Conselheira CMTT Governo Fernando Miquelin – SMT/AT Gabriela da Silva Camargo - Observador George Queiroz – Conselheiro CMTT Sociedade Civil Gustavo dos Santos Azevedo – Conselheiro CMTT Sociedade Civil Idernani Gomes do Carmo – Conselheiro CMTT Sociedade Civil Izumu Honda – Conselheiros CMTT Sociedade Civil Jackeline Morena de Oliveira Melo – SMT/AT Janaina Decarli Johnson DR CET – CET/DR Julio Rebelo – Conselheiro CMTT Governo Luciana Trindade/Mov Sociais – Conselheiro CMTT Sociedade Civil Marcelly – SMT/AT Marcus Buelloni - CET/GPL Mauro Ramon – Observador (SMUL) Michele Perea Cavinato – SMT/AT Pablo de Jesus Santos – Conselheiro CMTT Governo Pamela Escolastico Rodrigues – Conselheiro CMTT Governo Pedro Ivo – SMT/AT Rafaela Moreira – Conselheira CMTT Sociedade Civil Renan Villarta – Conselheiro CMTT Sociedade Civil Rosemeiry – Câmara Temática de Mobilidade a Pé Rosilaine Cacau – CET/GPL Rosilda – Conselheiro CMTT Governo Sandra Ramalhoso – Câmara Temática de Mobilidade a Pé Silvio Pereira e Silva – Conselheiro CMTT Sociedade Civil Ricardo Pradas – SMT/AT Vanessa Gac Leal – Conselheira CMTT Governo Xenia Vaz – Conselheiro CMTT Sociedade Civil Pautas: 1. [...] Essa iniciativa trata da criação de corredores de ônibus na Miguel Yunis, no Terço Norte Sul, medidas estratégicas para melhorar a fluidez e eficiência do sistema de transporte público.
76_2024_Pleno_ordin_ata.pdf;76ª Reunião Ordinária;2024;Transporte Público Coletivo;73;23.0;bilhete unico, frota, metro, onibus, sptrans, terminal, transporte coletivo;76ª REUNIÃO ORDINÁRIA DO CONSELHO MUNICIPAL DE TRÂNSITO E TRANSPORTE Horário: 09h00 Data: 13/12/2024 Participantes: Alexandre – Observador Alexandre Bürgel / Zona Sul – Conselheiro CMTT Sociedade Civil Andrea Compri / SPTrans – Conselheiro CMTT Governo Caroline Duarte – Conselheira CMTT Operadores do Serviço de Transporte CET/SPP / Codesseira – Conselheiro CMTT Governo Daniel Augusto De Souza Borges – Conselheiro CMTT Governo Daniela Mangini – Imprensa/CET Dawton Gaia – Conselheiro CMTT Governo Debora Sipukow – Conselheiro CMTT Governo Fabio Saraiva – Imprensa/SMT Fernanda Ormelezi Pitombo – Conselheira CMTT Governo Fernando Miquelin – SMT/AT Gabriela da Silva Camargo - Observador George Queiroz – Conselheiro CMTT Sociedade Civil Gustavo dos Santos Azevedo – Conselheiro CMTT Sociedade Civil Idernani Gomes do Carmo – Conselheiro CMTT Sociedade Civil Izumu Honda – Conselheiros CMTT Sociedade Civil Jackeline Morena de Oliveira Melo – SMT/AT Janaina Decarli Johnson DR CET – CET/DR Julio Rebelo – Conselheiro CMTT Governo Luciana Trindade/Mov Sociais – Conselheiro CMTT Sociedade Civil Marcelly – SMT/AT Marcus Buelloni - CET/GPL Mauro Ramon – Observador (SMUL) Michele Perea Cavinato – SMT/AT Pablo de Jesus Santos – Conselheiro CMTT Governo Pamela Escolastico Rodrigues – Conselheiro CMTT Governo Pedro Ivo – SMT/AT Rafaela Moreira – Conselheira CMTT Sociedade Civil Renan Villarta – Conselheiro CMTT Sociedade Civil Rosemeiry – Câmara Temática de Mobilidade a Pé Rosilaine Cacau – CET/GPL Rosilda – Conselheiro CMTT Governo Sandra Ramalhoso – Câmara Temática de Mobilidade a Pé Silvio Pereira e Silva – Conselheiro CMTT Sociedade Civil Ricardo Pradas – SMT/AT Vanessa Gac Leal – Conselheira CMTT Governo Xenia Vaz – Conselheiro CMTT Sociedade Civil Pautas: 1. [...] Apresentação e debate sobre o de Mobilidade Sul (Audiências Públicas) – SPTrans – Rosilda (Planejamento), Lívio (Projetos) e Janaína (Área Ambiental).
76_2024_Pleno_ordin_ata.pdf;76ª Reunião Ordinária;2024;Mobilidade Ativa: Bicicletas;37;11.6;bicicleta, ciclista, cicloativismo, ciclovia;Cidade Adhemar, e aqui a gente tem também, em Cidade Adhemar, o não motorizado, um destaque aqui de não motorizado, de transporte não motorizado, de 40%, o que é bastante significativo, nós estamos falando de viagens a pé, principalmente de viagem a pé, mas também de viagem de bicicleta. [...] Importante mencionar que ambos os corredores vão ter a faixa azul, a ciclovia.
76_2024_Pleno_ordin_ata.pdf;76ª Reunião Ordinária;2024;Segurança Viária;36;11.3;acidente, atropelamento, morte, seguranca, sinistro, velocidade;Isso demonstra aqui a importância, da implantação desse corredor, desse eixo que vai dar velocidade e vai dar, assim, muito, muito, vai melhorar muito o desempenho dos ônibus aqui nessa região. [...] O sistema também deveria oferecer regularidade, confiabilidade, segurança e baixo custo operacional, ter adequada acessibilidade às paradas, comunidade, transferência e integração tarifária através do bilhete único, ser compatível com o sistema.
76_2024_Pleno_ordin_ata.pdf;76ª Reunião Ordinária;2024;Motocicletas e Motofrete;20;6.3;faixa azul, moto;Cidade Adhemar, e aqui a gente tem também, em Cidade Adhemar, o não motorizado, um destaque aqui de não motorizado, de transporte não motorizado, de 40%, o que é bastante significativo, nós estamos falando de viagens a pé, principalmente de viagem a pé, mas também de viagem de bicicleta. [...] Importante mencionar que ambos os corredores vão ter a faixa azul, a ciclovia.
77_2025_Pleno_ordin_ata.pdf;77ª Reunião Ordinária;2025;Mobilidade Ativa: Acessibilidade e Pedestres;53;21.7;acessibilidade, cadeirante, calcada, pedestre, travessia;Nós optamos pelos quatro eixos principais, que é mobilidade, que vem acessibilidade, aquela coisa toda, meio ambiente, gestão democrática e habitação. [...] Porque, principalmente, uma coisa muito importante que eu tenho percebido, nós temos muito portadores de deficiência cadeirantes.
77_2025_Pleno_ordin_ata.pdf;77ª Reunião Ordinária;2025;Transporte Público Coletivo;46;18.9;bilhete unico, frota, metro, onibus, sptrans, terminal, transporte coletivo;77ª REUNIÃO ORDINÁRIA DO CMTT Data: 28/02/25 Horário: online Participantes Adriano Menezes - Observador Alberto - CET/SET Alexandre Bürgel - Zona Sul – Conselheiro CMTT Andre Eliusmar Da Silva - Observador Arthur - Sptrans Bispo - Observador Caique Souza - CMTT Zona Leste – Conselheiro CMTT Carlos Carlos Eduardo Guimarães de Vasconcellos – Conselheiro Governo Carlos Henrique de Campos Costa – SMT/AT Carlos Meira Ribeiro - Observador Caroline Duarte – Conselheira Operadores Cauê Jannini - Observador Daniel Augusto De Souza Borges – Conselheiro Governo Daniela – CET/Imprensa Dawton Roberto Batista Gaia – SMT/AT Debora Sipukow – Conselheiro Governo Diogão - Observador Dra Sueli Guerreiro - SMUL Edilson Flausino – Conselheiro CMTT Edmur - SPTrans/Imprensa Eduardo Castellani Gomes Dos Reis – Conselheiro Governo Edvaldo de Souza Brito - Observador Elio - Observador Enoildo Mendes - Observador Estudantes ETEC CEPAM - Observador Fabio Saraiva – SMT/Imprensa Felipe Lara Vogel – SMT/AT Fernanda Ormelezi Pitombo – Conselheiro Governo Gabriela da Silva Camargo George Queiroz – Conselheiro CMTT Gerson Dias - Observado Gerson SPTrans - Conselheiro Governo Italo - CPM Mooca - Observador Izumu Honda – Conselheiro CMTT Jackeline Morena de Oliveira Melo – SMT/AT Jeanete de Lazare Laginhas - Observador João Carlos - Observador João Paulo - Observador Joaquim Silva - Observador Joedson Teles Nunes - Observador Jorge Anderson - Observador José Renato Soibelmann Melhem - Conselheiro Governo Julio Rebelo CET/GST - Conselheiro Governo Leandro Frenham Chemalle - Observador Leonardo - Observador Lucas de Paula Landin – Conselheiro CMTT Luccas Bernacchio Gissoni – SMT/AT Luciana Trindade Mov.sociais – Conselheiro CMTT Luís Seixas | Cooperativa Paulista de Teatro - Observador Luiz Carlos Bernardo - Observador Luiza Caetano de Farias - Observador Manoel Manoel Santos - Conselheiro Governo Marcelly – SMT/AT Marcus Buelloni – CET/GPL Maria Maria Aparecida Magrini - Observador Marshelle - Observador Marta Lilia Porta – Conselheiro CMTT Mauro Calliari - Observador Michele Perea Cavinato – SMT/AT Milo Araujo - Observador Nelson dos Santos - Observador Pablo de Jesus Santos - Conselheiro Governo Paulo Henrique Almeida – SMT/AT Paulo Ligeiro - Observador Pinheiro - Observador Rafael Barreto Castelo da Cruz – SP Urbanismo (apresentador) Rafael Calabria - Observador Rafael Drummond - Observador Rafael Lins - Observador Rafaela Moreira – Conselheiro CMTT Rai - Observador Reinaldo Murakami - Observador Renan Villarta – Conselheiro CMTT Ricardo Guimaraes Fagundes - Observador Ricardo Nagliati Toppan - Observador Roberto Cardoso Ferreira - Observador roberto_ca_oliveira@yahoo.com.br - Observador Rodrigo Dias Paes Landim – SMT/AT Rosi Nicacio - CET Rubens - Observador Sandra Ramalhoso - Observador Silvia interprete - Educalibras Silvio Silva – Conselheiro CMTT Ricardo Pradas – SMT/AT Sofia Aguiar - Observador Talita - Educalibras Teodoro - Observador Thomaz - Observador Valter Rufino - Observador Vanessa Gac Leal – SETRAM/AT Victor - Observador Wagner Palma – Conselheiro Operadores Wallace - Sptrans Pauta VLT: situação atual, cronograma de implantação e detalhes das rotas e integrações – SP Urbanismo 00:00:48 Dawton Roberto Batista Gaia: Bom dia a todos. [...] Esse projeto tem um papel fundamental na mobilidade urbana, melhorar a conexão entre diferentes modais, metrô, ônibus e deslocamentos mais ágeis e eficientes, reduzindo dependência de veículos particulares.
77_2025_Pleno_ordin_ata.pdf;77ª Reunião Ordinária;2025;Estrutura e Organização da Rede Viária;35;14.3;cet, corredor, via;77ª REUNIÃO ORDINÁRIA DO CMTT Data: 28/02/25 Horário: online Participantes Adriano Menezes - Observador Alberto - CET/SET Alexandre Bürgel - Zona Sul – Conselheiro CMTT Andre Eliusmar Da Silva - Observador Arthur - Sptrans Bispo - Observador Caique Souza - CMTT Zona Leste – Conselheiro CMTT Carlos Carlos Eduardo Guimarães de Vasconcellos – Conselheiro Governo Carlos Henrique de Campos Costa – SMT/AT Carlos Meira Ribeiro - Observador Caroline Duarte – Conselheira Operadores Cauê Jannini - Observador Daniel Augusto De Souza Borges – Conselheiro Governo Daniela – CET/Imprensa Dawton Roberto Batista Gaia – SMT/AT Debora Sipukow – Conselheiro Governo Diogão - Observador Dra Sueli Guerreiro - SMUL Edilson Flausino – Conselheiro CMTT Edmur - SPTrans/Imprensa Eduardo Castellani Gomes Dos Reis – Conselheiro Governo Edvaldo de Souza Brito - Observador Elio - Observador Enoildo Mendes - Observador Estudantes ETEC CEPAM - Observador Fabio Saraiva – SMT/Imprensa Felipe Lara Vogel – SMT/AT Fernanda Ormelezi Pitombo – Conselheiro Governo Gabriela da Silva Camargo George Queiroz – Conselheiro CMTT Gerson Dias - Observado Gerson SPTrans - Conselheiro Governo Italo - CPM Mooca - Observador Izumu Honda – Conselheiro CMTT Jackeline Morena de Oliveira Melo – SMT/AT Jeanete de Lazare Laginhas - Observador João Carlos - Observador João Paulo - Observador Joaquim Silva - Observador Joedson Teles Nunes - Observador Jorge Anderson - Observador José Renato Soibelmann Melhem - Conselheiro Governo Julio Rebelo CET/GST - Conselheiro Governo Leandro Frenham Chemalle - Observador Leonardo - Observador Lucas de Paula Landin – Conselheiro CMTT Luccas Bernacchio Gissoni – SMT/AT Luciana Trindade Mov.sociais – Conselheiro CMTT Luís Seixas | Cooperativa Paulista de Teatro - Observador Luiz Carlos Bernardo - Observador Luiza Caetano de Farias - Observador Manoel Manoel Santos - Conselheiro Governo Marcelly – SMT/AT Marcus Buelloni – CET/GPL Maria Maria Aparecida Magrini - Observador Marshelle - Observador Marta Lilia Porta – Conselheiro CMTT Mauro Calliari - Observador Michele Perea Cavinato – SMT/AT Milo Araujo - Observador Nelson dos Santos - Observador Pablo de Jesus Santos - Conselheiro Governo Paulo Henrique Almeida – SMT/AT Paulo Ligeiro - Observador Pinheiro - Observador Rafael Barreto Castelo da Cruz – SP Urbanismo (apresentador) Rafael Calabria - Observador Rafael Drummond - Observador Rafael Lins - Observador Rafaela Moreira – Conselheiro CMTT Rai - Observador Reinaldo Murakami - Observador Renan Villarta – Conselheiro CMTT Ricardo Guimaraes Fagundes - Observador Ricardo Nagliati Toppan - Observador Roberto Cardoso Ferreira - Observador roberto_ca_oliveira@yahoo.com.br - Observador Rodrigo Dias Paes Landim – SMT/AT Rosi Nicacio - CET Rubens - Observador Sandra Ramalhoso - Observador Silvia interprete - Educalibras Silvio Silva – Conselheiro CMTT Ricardo Pradas – SMT/AT Sofia Aguiar - Observador Talita - Educalibras Teodoro - Observador Thomaz - Observador Valter Rufino - Observador Vanessa Gac Leal – SETRAM/AT Victor - Observador Wagner Palma – Conselheiro Operadores Wallace - Sptrans Pauta VLT: situação atual, cronograma de implantação e detalhes das rotas e integrações – SP Urbanismo 00:00:48 Dawton Roberto Batista Gaia: Bom dia a todos. [...] Aqui, claro que eu não quero passar projeto a projeto, estudo a estudo, é mais no sentido de apresentar que são mais de 46 projetos e estudos em elaboração que vão desde estudos de tráfego, estudos de demanda, estudos urbanísticos, estudos de impacto ambiental, estudos arqueológicos, até projetos de engenharia hard, projetos de obra de arte especial, projetos de drenagem, projetos de via permanente, estudos de caminhabilidade, levantamento arqueológico.
77_2025_Pleno_ordin_ata.pdf;77ª Reunião Ordinária;2025;Mobilidade Ativa: Bicicletas;30;12.3;bicicleta, ciclista, ciclofaixa, ciclovia;Há uma série de intervenções urbanísticas previstas no programa ou no projeto, como aumento do ramal cicloviário, aumento das áreas de pedestres, programas e projetos de segurança viária, aumento da cobertura vegetal e o veículo leve sobre trilhos consolidando todas essas intervenções. [...] Aqui, é essa perspectiva de qual é essa via que vai passar o VLT no centro, que é uma via que, de novo, é plenamente possível a gente estabelecer um projeto de via compartilhada e via completa de verdade, onde você tem a circulação da mobilidade ativa com aumento do espaço para o pedestre, o ramal cicloviário, o veículo individual e o VLT.
77_2025_Pleno_ordin_ata.pdf;77ª Reunião Ordinária;2025;Composição e Governança do Conselho;28;11.5;conselheiro, conselho, eleic, mandato, representante;77ª REUNIÃO ORDINÁRIA DO CMTT Data: 28/02/25 Horário: online Participantes Adriano Menezes - Observador Alberto - CET/SET Alexandre Bürgel - Zona Sul – Conselheiro CMTT Andre Eliusmar Da Silva - Observador Arthur - Sptrans Bispo - Observador Caique Souza - CMTT Zona Leste – Conselheiro CMTT Carlos Carlos Eduardo Guimarães de Vasconcellos – Conselheiro Governo Carlos Henrique de Campos Costa – SMT/AT Carlos Meira Ribeiro - Observador Caroline Duarte – Conselheira Operadores Cauê Jannini - Observador Daniel Augusto De Souza Borges – Conselheiro Governo Daniela – CET/Imprensa Dawton Roberto Batista Gaia – SMT/AT Debora Sipukow – Conselheiro Governo Diogão - Observador Dra Sueli Guerreiro - SMUL Edilson Flausino – Conselheiro CMTT Edmur - SPTrans/Imprensa Eduardo Castellani Gomes Dos Reis – Conselheiro Governo Edvaldo de Souza Brito - Observador Elio - Observador Enoildo Mendes - Observador Estudantes ETEC CEPAM - Observador Fabio Saraiva – SMT/Imprensa Felipe Lara Vogel – SMT/AT Fernanda Ormelezi Pitombo – Conselheiro Governo Gabriela da Silva Camargo George Queiroz – Conselheiro CMTT Gerson Dias - Observado Gerson SPTrans - Conselheiro Governo Italo - CPM Mooca - Observador Izumu Honda – Conselheiro CMTT Jackeline Morena de Oliveira Melo – SMT/AT Jeanete de Lazare Laginhas - Observador João Carlos - Observador João Paulo - Observador Joaquim Silva - Observador Joedson Teles Nunes - Observador Jorge Anderson - Observador José Renato Soibelmann Melhem - Conselheiro Governo Julio Rebelo CET/GST - Conselheiro Governo Leandro Frenham Chemalle - Observador Leonardo - Observador Lucas de Paula Landin – Conselheiro CMTT Luccas Bernacchio Gissoni – SMT/AT Luciana Trindade Mov.sociais – Conselheiro CMTT Luís Seixas | Cooperativa Paulista de Teatro - Observador Luiz Carlos Bernardo - Observador Luiza Caetano de Farias - Observador Manoel Manoel Santos - Conselheiro Governo Marcelly – SMT/AT Marcus Buelloni – CET/GPL Maria Maria Aparecida Magrini - Observador Marshelle - Observador Marta Lilia Porta – Conselheiro CMTT Mauro Calliari - Observador Michele Perea Cavinato – SMT/AT Milo Araujo - Observador Nelson dos Santos - Observador Pablo de Jesus Santos - Conselheiro Governo Paulo Henrique Almeida – SMT/AT Paulo Ligeiro - Observador Pinheiro - Observador Rafael Barreto Castelo da Cruz – SP Urbanismo (apresentador) Rafael Calabria - Observador Rafael Drummond - Observador Rafael Lins - Observador Rafaela Moreira – Conselheiro CMTT Rai - Observador Reinaldo Murakami - Observador Renan Villarta – Conselheiro CMTT Ricardo Guimaraes Fagundes - Observador Ricardo Nagliati Toppan - Observador Roberto Cardoso Ferreira - Observador roberto_ca_oliveira@yahoo.com.br - Observador Rodrigo Dias Paes Landim – SMT/AT Rosi Nicacio - CET Rubens - Observador Sandra Ramalhoso - Observador Silvia interprete - Educalibras Silvio Silva – Conselheiro CMTT Ricardo Pradas – SMT/AT Sofia Aguiar - Observador Talita - Educalibras Teodoro - Observador Thomaz - Observador Valter Rufino - Observador Vanessa Gac Leal – SETRAM/AT Victor - Observador Wagner Palma – Conselheiro Operadores Wallace - Sptrans Pauta VLT: situação atual, cronograma de implantação e detalhes das rotas e integrações – SP Urbanismo 00:00:48 Dawton Roberto Batista Gaia: Bom dia a todos. [...] Com grande satisfação que a gente dá as boas- vindas a cada um de nós aqui, participantes da 77ª Reunião Ordinária do Conselho Municipal de Transporte.
77_2025_Pleno_ordin_ata.pdf;77ª Reunião Ordinária;2025;Mobilidade Urbana: Organização Geral e Prestação de Contas;18;7.4;tarifa;A receita tarifária anual estimada, considerando já as gratuidades existentes e subsídios existentes no sistema, é entre R$ 8 a R$ 120 milhões por ano. [...] Vai estar integrado com bilhete único ou vai ser uma tarifa à parte?
77_2025_Pleno_ordin_ata.pdf;77ª Reunião Ordinária;2025;Segurança Viária;18;7.4;seguranca, velocidade;Você poderá contribuir sobre como criar as áreas verdes, melhorar o manejo de resíduos sólidos, garantir a segurança hídrica e investir em soluções de drenagem urbana. [...] Há uma série de intervenções urbanísticas previstas no programa ou no projeto, como aumento do ramal cicloviário, aumento das áreas de pedestres, programas e projetos de segurança viária, aumento da cobertura vegetal e o veículo leve sobre trilhos consolidando todas essas intervenções.
77_2025_Pleno_ordin_ata.pdf;77ª Reunião Ordinária;2025;Motocicletas e Motofrete;14;5.7;faixa azul, moto;O projeto também catalisa e conecta já o projeto das ruas temáticas, que é um projeto em elaboração no município, a Rua das Motos, projeto feito na São Paulo Urbanismo, obra feita pela São Paulo Urbanismo e já entregue, é um sucesso. [...] Redução de 20 mil toneladas de CO2 por ano, com a redução da circulação de veículos no centro, pela substituição das viagens que são feitas motorizadas de forma individual com o VLT.
78_2025_Pleno_ordin_ata.pdf;78ª Reunião Ordinária;2025;Estrutura e Organização da Rede Viária;73;22.2;asfalto, cet, corredor, recapeamento, semaforo, via;78º REUNIÃO ORDINÁRIA DO CMTT Data: 25/04/2025 Horário: online Participantes Alberto CET Alecsander Aline Silva Ana Carolina Almeida Santos Nunes Ana Paula Lima - Zona Oeste Andrea - SPTrans Antonio Carlos Vieira Abrantes Caique Alves de Souza Carlos Eduardo Guimarães de Vasconcellos Carlos Henrique de Campos Costa Caroline Duarte Cauê Jannini Daniella Lucas Richards Dareska | LIBRAS Dawton Roberto Batista Gaia Élio Camargo Fabio Saraiva Felipe Lara Vogel Fernando Peres Rodrigues George Queiroz Glaucia Bellei Neix Izumu Honda Jackeline Morena de Oliveira Melo Joao Bonett Neto Johnson DR CET José Antonio Jose Julio Rebelo José Renato Soibelmann Melhem Juliana Gatti Leonardo Lucas Bispo dos Santos Manoel Santos MARCELO MORAES CET Marco Antonio Portugal Marcus Buelloni Mariana Guimarães Marta Lilia Porta Mauro Calliari Michele Perea Cavinato Nailton Porreta Oliver Cauã Cauê Pamela Escolastico Rodrigues Priscila Nishino Rafael Rafael Calabria Rafael Del Monaco Drummond Ferreira rafael@podaris.com (Externo) Rafaela Moreira (Convidado) read.ai meeting notes Renan Villarta Ricardo Pradas Rodrigo Dias Paes Landim Rosilda Sandra Sara Raquel Miranda de Araujo silvia valente Sonia Garcia Thainá Campos - SMDHC/GAB/AT Vanderlei Torroni - Bicicreteiro Xenia Vaz Informe 1. [...] Ele pode ser perene naquela via, naquele local, ou ele pode ser variável.
78_2025_Pleno_ordin_ata.pdf;78ª Reunião Ordinária;2025;Transporte Público Coletivo;71;21.6;frota, metro, onibus, sptrans, terminal, transporte coletivo;78º REUNIÃO ORDINÁRIA DO CMTT Data: 25/04/2025 Horário: online Participantes Alberto CET Alecsander Aline Silva Ana Carolina Almeida Santos Nunes Ana Paula Lima - Zona Oeste Andrea - SPTrans Antonio Carlos Vieira Abrantes Caique Alves de Souza Carlos Eduardo Guimarães de Vasconcellos Carlos Henrique de Campos Costa Caroline Duarte Cauê Jannini Daniella Lucas Richards Dareska | LIBRAS Dawton Roberto Batista Gaia Élio Camargo Fabio Saraiva Felipe Lara Vogel Fernando Peres Rodrigues George Queiroz Glaucia Bellei Neix Izumu Honda Jackeline Morena de Oliveira Melo Joao Bonett Neto Johnson DR CET José Antonio Jose Julio Rebelo José Renato Soibelmann Melhem Juliana Gatti Leonardo Lucas Bispo dos Santos Manoel Santos MARCELO MORAES CET Marco Antonio Portugal Marcus Buelloni Mariana Guimarães Marta Lilia Porta Mauro Calliari Michele Perea Cavinato Nailton Porreta Oliver Cauã Cauê Pamela Escolastico Rodrigues Priscila Nishino Rafael Rafael Calabria Rafael Del Monaco Drummond Ferreira rafael@podaris.com (Externo) Rafaela Moreira (Convidado) read.ai meeting notes Renan Villarta Ricardo Pradas Rodrigo Dias Paes Landim Rosilda Sandra Sara Raquel Miranda de Araujo silvia valente Sonia Garcia Thainá Campos - SMDHC/GAB/AT Vanderlei Torroni - Bicicreteiro Xenia Vaz Informe 1. [...] O que a gente tinha comentado era como decidir onde instalar ônibus elétricos na cidade de São Paulo, visto que a gente tem uma meta e visto que essa meta é progressiva no tempo.
78_2025_Pleno_ordin_ata.pdf;78ª Reunião Ordinária;2025;Mobilidade Ativa: Acessibilidade e Pedestres;51;15.5;calcada, pedestre, travessia;Também tem o BRT radial, na meta 15, a viabilização do aquático, as faixas azuis, na faixa azul, na meta 45, e a entrega do calçadão no Triângulo Histórico, junto com iniciar as obras do quadrilátero da República, do calçadão também, e viabilização do VLT, no centro. [...] Eu estou falando de uma cidade que tem uma iluminação para os carros, que não tem uma iluminação para o pedestre.
78_2025_Pleno_ordin_ata.pdf;78ª Reunião Ordinária;2025;Composição e Governança do Conselho;34;10.3;conselheiro, conselho, mandato, posse;00:05:42 Michele Perea Cavinato: Eu até convidei a Dani, só para complementar, porque essa semana os conselheiros estavam movimentando o grupo com comentários de caminhões de limpeza na cidade que fazem muito barulho. [...] Não sei se você participa desse conselho, porque eu sei que vocês participam de vários conselhos.
